match_id,ronda_n,jugador,fase,es_mano,puntos_propios,puntos_rival,c1,c2,c3,c4,tengo_pares,tipo_pares,tengo_juego,suma_puntos,descartes_rival,rival_pares_deducido,es_juego_real,prob_grande,prob_chica,prob_pares,prob_juego,bote_grande,bote_chica,bote_pares,subida_pendiente,accion_realizada,cantidad_apostada,gano_ronda,origen_log
GTN1C4,5,Jana,Chica,0,6,34,12,12,10,4,1,1,1,34,1,0,1,94.38,17.34,78.51,83.45,0,0,0,2,nover,0,1,GTN1C4.jsonl
GTN1C4,5,Juan,Pares,1,35,6,12,1,1,1,1,2,0,13,4,1,0,39.24,99.55,88.01,3.59,0,0,0,0,pasar,0,0,GTN1C4.jsonl
GTN1C4,5,Jana,Pares,0,6,35,12,12,10,4,1,1,1,34,1,1,1,94.38,17.34,63.15,80.38,0,0,0,0,ordago,0,1,GTN1C4.jsonl
GTN1C4,5,Juan,Pares,1,35,6,12,1,1,1,1,2,0,13,4,1,0,39.24,99.55,88.01,3.59,0,0,0,40,nover,0,0,GTN1C4.jsonl
GTN1C4,6,Jana,mus,1,10,35,12,11,11,7,1,1,1,37,0,0,1,83.7,1.64,78.16,88.79,0,0,0,0,mus,0,0,GTN1C4.jsonl
GTN1C4,6,Juan,mus,0,35,10,12,12,5,4,1,1,0,29,0,0,0,89.89,29.32,82.06,69.45,0,0,0,0,mus,0,1,GTN1C4.jsonl
GTN1C4,6,Jana,descarte,1,10,35,12,11,11,7,1,1,1,37,0,0,1,83.7,1.64,78.16,88.79,0,0,0,0,descarte,0,0,GTN1C4.jsonl
GTN1C4,6,Juan,descarte,0,35,10,12,12,5,4,1,1,0,29,1,0,0,89.89,29.32,82.06,69.45,0,0,0,0,descarte,0,1,GTN1C4.jsonl
GTN1C4,6,Jana,mus,1,10,35,12,11,11,4,1,1,1,34,2,0,1,82.7,20.78,77.23,81.83,0,0,0,0,mus,0,0,GTN1C4.jsonl
GTN1C4,6,Juan,mus,0,35,10,12,12,1,1,1,3,0,22,1,0,0,86.53,86.53,98.51,20.7,0,0,0,0,no_mus,0,1,GTN1C4.jsonl
GTN1C4,6,Juan,Grande,0,35,10,12,12,1,1,1,3,0,22,1,0,0,86.53,86.53,98.51,20.7,0,0,0,0,pasar,0,1,GTN1C4.jsonl
GTN1C4,6,Jana,Grande,1,10,35,12,11,11,4,1,1,1,34,2,0,1,82.7,20.78,77.23,81.83,0,0,0,0,ordago,0,0,GTN1C4.jsonl
GTN1C4,6,Juan,Grande,0,35,10,12,12,1,1,1,3,0,22,1,0,0,86.53,86.53,98.51,20.7,0,0,0,40,nover,0,1,GTN1C4.jsonl
GTN1C4,6,Jana,Chica,1,11,35,12,11,11,4,1,1,1,34,2,0,1,82.7,20.78,77.23,81.83,0,0,0,0,pasar,0,0,GTN1C4.jsonl
GTN1C4,6,Juan,Chica,0,35,11,12,12,1,1,1,3,0,22,1,0,0,86.53,86.53,98.51,20.7,0,0,0,0,pasar,0,1,GTN1C4.jsonl
GTN1C4,6,Jana,Pares,1,11,35,12,11,11,4,1,1,1,34,2,1,1,82.7,20.78,61.05,78.43,0,0,0,0,ordago,0,0,GTN1C4.jsonl
GTN1C4,6,Juan,Pares,0,35,11,12,12,1,1,1,3,0,22,1,1,0,86.53,86.53,97.21,27.56,0,0,0,40,ver,0,1,GTN1C4.jsonl
GTN1C4,7,Juan,mus,1,0,0,10,6,4,1,0,0,0,21,0,0,0,12.66,78.92,42.69,22.72,0,0,0,0,mus,0,0,GTN1C4.jsonl
GTN1C4,7,Jana,mus,0,0,0,11,10,5,1,0,0,0,26,0,0,0,30.16,61.44,0.0,48.78,0,0,0,0,mus,0,1,GTN1C4.jsonl
GTN1C4,7,Jana,descarte,0,0,0,11,10,5,1,0,0,0,26,0,0,0,30.16,61.44,0.0,48.78,0,0,0,0,descarte,0,1,GTN1C4.jsonl
GTN1C4,7,Juan,descarte,1,0,0,10,6,4,1,0,0,0,21,4,0,0,12.66,78.92,42.69,22.72,0,0,0,0,descarte,0,0,GTN1C4.jsonl
GTN1C4,7,Juan,mus,1,0,0,12,12,11,1,1,1,1,31,4,0,1,96.26,42.66,92.79,99.97,0,0,0,0,no_mus,0,0,GTN1C4.jsonl
GTN1C4,7,Juan,Grande,1,0,0,12,12,11,1,1,1,1,31,4,0,1,96.26,42.66,92.79,99.97,0,0,0,0,envidar,2,0,GTN1C4.jsonl
GTN1C4,7,Jana,Grande,0,0,0,12,5,4,1,0,0,0,20,4,0,0,37.4,81.64,0.0,16.25,0,0,0,2,nover,0,1,GTN1C4.jsonl
GTN1C4,7,Juan,Chica,1,1,0,12,12,11,1,1,1,1,31,4,0,1,96.26,42.66,92.79,99.97,0,0,0,0,pasar,0,0,GTN1C4.jsonl
GTN1C4,7,Jana,Chica,0,0,1,12,5,4,1,0,0,0,20,4,0,0,37.4,81.64,0.0,16.25,0,0,0,0,ordago,0,1,GTN1C4.jsonl
GTN1C4,7,Juan,Chica,1,1,0,12,12,11,1,1,1,1,31,4,0,1,96.26,42.66,92.79,99.97,0,0,0,40,nover,0,0,GTN1C4.jsonl
GTN1C4,8,Jana,mus,1,1,5,12,10,10,4,1,1,1,34,0,0,1,67.51,22.91,73.84,82.37,0,0,0,0,mus,0,0,GTN1C4.jsonl
GTN1C4,8,Juan,mus,0,5,1,12,11,11,7,1,1,1,37,0,0,1,83.66,1.61,77.34,87.33,0,0,0,0,mus,0,1,GTN1C4.jsonl
GTN1C4,8,Jana,descarte,1,1,5,12,10,10,4,1,1,1,34,0,0,1,67.51,22.91,73.84,82.37,0,0,0,0,descarte,0,0,GTN1C4.jsonl
GTN1C4,8,Juan,descarte,0,5,1,12,11,11,7,1,1,1,37,1,0,1,83.66,1.61,77.34,87.33,0,0,0,0,descarte,0,1,GTN1C4.jsonl
GTN1C4,8,Jana,mus,1,1,5,12,10,10,4,1,1,1,34,1,0,1,66.0,25.24,72.49,80.76,0,0,0,0,mus,0,0,GTN1C4.jsonl
GTN1C4,8,Juan,mus,0,5,1,12,12,11,11,1,3,1,40,1,0,1,98.83,0.11,99.94,89.87,0,0,0,0,no_mus,0,1,GTN1C4.jsonl
GTN1C4,8,Juan,Grande,0,5,1,12,12,11,11,1,3,1,40,1,0,1,98.83,0.11,99.94,89.87,0,0,0,0,envidar,2,1,GTN1C4.jsonl
GTN1C4,8,Jana,Grande,1,1,5,12,10,10,4,1,1,1,34,1,0,1,66.0,25.24,72.49,80.76,0,0,0,2,ordago,0,0,GTN1C4.jsonl
GTN1C4,8,Juan,Grande,0,5,1,12,12,11,11,1,3,1,40,1,0,1,98.83,0.11,99.94,89.87,0,0,0,40,ver,0,1,GTN1C4.jsonl
RSRQ4I,1,Janita,mus,1,0,0,11,11,6,1,1,1,0,27,0,0,0,34.42,51.62,75.0,61.04,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,mus,0,0,0,12,7,6,6,1,1,0,29,0,0,0,55.44,8.14,66.37,68.07,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,1,Janita,descarte,1,0,0,11,11,6,1,1,1,0,27,0,0,0,34.42,51.62,75.0,61.04,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,descarte,0,0,0,12,7,6,6,1,1,0,29,1,0,0,55.44,8.14,66.37,68.07,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,1,Janita,mus,1,0,0,11,11,7,1,1,1,0,28,3,0,0,33.28,45.78,73.95,67.89,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,mus,0,0,0,12,12,10,4,1,1,1,34,1,0,1,93.62,18.76,79.42,77.95,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,1,Juanito,descarte,0,0,0,12,12,10,4,1,1,1,34,1,0,1,93.62,18.76,79.42,77.95,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,1,Janita,descarte,1,0,0,11,11,7,1,1,1,0,28,5,0,0,33.28,45.78,73.95,67.89,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,1,Janita,mus,1,0,0,11,11,10,1,1,1,1,31,5,0,1,30.8,46.63,72.46,99.99,0,0,0,0,no_mus,0,0,RSRQ4I.jsonl
RSRQ4I,1,Janita,Grande,1,0,0,11,11,10,1,1,1,1,31,5,0,1,30.8,46.63,72.46,99.99,0,0,0,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,Grande,0,0,0,12,12,12,12,1,3,1,40,3,0,1,100.0,0.0,100.0,89.48,0,0,0,2,subir,4,1,RSRQ4I.jsonl
RSRQ4I,1,Janita,Grande,1,0,0,11,11,10,1,1,1,1,31,5,0,1,30.8,46.63,72.46,99.99,0,0,0,4,nover,0,0,RSRQ4I.jsonl
RSRQ4I,1,Janita,Chica,1,0,2,11,11,10,1,1,1,1,31,5,0,1,30.8,46.63,72.46,99.99,0,0,0,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,Chica,0,2,0,12,12,12,12,1,3,1,40,3,0,1,100.0,0.0,100.0,89.48,0,0,0,2,nover,0,1,RSRQ4I.jsonl
RSRQ4I,1,Janita,Pares,1,1,2,11,11,10,1,1,1,1,31,5,1,1,30.8,46.63,52.46,99.99,0,0,0,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,Pares,0,2,1,12,12,12,12,1,3,1,40,3,1,1,100.0,0.0,99.99,90.11,0,0,0,2,subir,2,1,RSRQ4I.jsonl
RSRQ4I,1,Janita,Pares,1,1,2,11,11,10,1,1,1,1,31,5,1,1,30.8,46.63,52.46,99.99,0,0,0,2,ver,0,0,RSRQ4I.jsonl
RSRQ4I,1,Janita,Juego,1,1,2,11,11,10,1,1,1,1,31,5,1,1,30.8,46.63,52.46,99.96,0,0,4,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,1,Juanito,Juego,0,2,1,12,12,12,12,1,3,1,40,3,1,1,100.0,0.0,99.99,48.42,0,0,4,2,nover,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,10,7,5,1,0,0,0,23,0,0,0,15.48,63.97,42.69,36.07,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,mus,0,5,9,11,10,10,5,1,1,1,35,0,0,1,33.13,11.6,70.98,83.38,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,2,Janita,descarte,0,5,9,11,10,10,5,1,1,1,35,0,0,1,33.13,11.6,70.98,83.38,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,descarte,1,9,5,10,7,5,1,0,0,0,23,2,0,0,15.48,63.97,42.69,36.07,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,11,5,1,1,1,1,0,17,2,0,0,18.98,94.28,53.1,9.46,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,mus,0,5,9,10,10,5,1,1,1,0,26,3,0,0,18.76,60.24,69.16,50.9,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,descarte,1,9,5,11,5,1,1,1,1,0,17,2,0,0,18.98,94.28,53.1,9.46,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,descarte,0,5,9,10,10,5,1,1,1,0,26,5,0,0,18.76,60.24,69.16,50.9,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,11,1,1,1,1,2,0,13,4,0,0,19.08,99.48,91.0,2.53,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,mus,0,5,9,10,10,6,1,1,1,0,27,5,0,0,16.35,56.77,67.11,51.3,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,descarte,1,9,5,11,1,1,1,1,2,0,13,4,0,0,19.08,99.48,91.0,2.53,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,descarte,0,5,9,10,10,6,1,1,1,0,27,6,0,0,16.35,56.77,67.11,51.3,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,12,1,1,1,1,2,0,13,6,0,0,32.57,99.32,92.36,2.86,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,mus,0,5,9,10,10,6,1,1,1,0,27,6,0,0,13.85,61.38,64.32,47.08,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,descarte,1,9,5,12,1,1,1,1,2,0,13,6,0,0,32.57,99.32,92.36,2.86,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,descarte,0,5,9,10,10,6,1,1,1,0,27,7,0,0,13.85,61.38,64.32,47.08,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,6,1,1,1,1,2,0,9,8,0,0,1.52,99.73,92.26,0.4,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,mus,0,5,9,10,10,6,4,1,1,0,30,7,0,0,11.36,34.75,60.3,61.21,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,descarte,1,9,5,6,1,1,1,1,2,0,9,8,0,0,1.52,99.73,92.26,0.4,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,descarte,0,5,9,10,10,6,4,1,1,0,30,8,0,0,11.36,34.75,60.3,61.21,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,11,1,1,1,1,2,0,13,10,0,0,23.71,99.24,91.46,3.44,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,mus,0,5,9,12,10,10,4,1,1,1,34,8,0,1,51.73,28.74,62.15,65.17,0,0,0,0,mus,0,1,RSRQ4I.jsonl
RSRQ4I,2,Janita,descarte,0,5,9,12,10,10,4,1,1,1,34,8,0,1,51.73,28.74,62.15,65.17,0,0,0,0,descarte,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,descarte,1,9,5,11,1,1,1,1,2,0,13,11,0,0,23.71,99.24,91.46,3.44,0,0,0,0,descarte,0,0,RSRQ4I.jsonl
RSRQ4I,2,Juanito,mus,1,9,5,12,1,1,1,1,2,0,13,11,0,0,34.44,99.06,92.87,3.96,0,0,0,0,no_mus,0,0,RSRQ4I.jsonl
RSRQ4I,2,Juanito,Grande,1,9,5,12,1,1,1,1,2,0,13,11,0,0,34.44,99.06,92.87,3.96,0,0,0,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,Grande,0,5,9,12,10,10,4,1,1,1,34,9,0,1,48.92,32.3,59.49,62.66,0,0,0,2,ver,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,Chica,1,9,5,12,1,1,1,1,2,0,13,11,0,0,34.44,99.06,92.87,3.96,2,0,0,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,Chica,0,5,9,12,10,10,4,1,1,1,34,9,0,1,48.92,32.3,59.49,62.66,2,0,0,2,nover,0,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,Pares,1,10,5,12,1,1,1,1,2,0,13,11,1,0,34.44,99.06,87.42,6.99,2,0,0,0,envidar,2,0,RSRQ4I.jsonl
RSRQ4I,2,Janita,Pares,0,5,10,12,10,10,4,1,1,1,34,9,1,1,48.92,32.3,35.62,54.74,2,0,0,2,subir,4,1,RSRQ4I.jsonl
RSRQ4I,2,Juanito,Pares,1,10,5,12,1,1,1,1,2,0,13,11,1,0,34.44,99.06,87.42,6.99,2,0,0,4,nover,0,0,RSRQ4I.jsonl
RSRQ4I,3,Janita,mus,1,12,10,12,10,7,1,0,0,0,28,0,0,0,65.47,47.36,44.43,68.39,0,0,0,0,mus,0,0,RSRQ4I.jsonl
RSRQ4I,3,Juanito,mus,0,10,12,12,6,5,1,0,0,0,22,0,0,0,46.61,64.72,0.0,23.36,0,0,0,0,mus,0,1,RSRQ4I.jsonl
